"x","y","Mar-Apr 2013","May-Jun 2013","Jul-Aug 2013","Sep-Oct 2013","Jan-Feb 2014","Mar-Apr 2014","May-Jun 2014","Jul-Aug 2014","Sep-Oct 2014","Nov-Dec 2014","Jan-Feb 2015","Mar-Apr 2015","May-Jun 2015","Jul-Aug 2015","Sep-Oct 2015","Nov-Dec 2015","Jan-Feb 2016","Mar-Apr 2016","May-Jun 2016","Jul-Aug 2016","Sep-Oct 2016","Nov-Dec 2016","Mar-Apr 2017","May-Jun 2017","Jul-Aug 2017","Sep-Oct 2017","Nov-Dec 2017","Jan-Feb 2018","Mar-Apr 2018","May-Jun 2018","Jul-Aug 2018","Sep-Oct 2018","Nov-Dec 2018","Jan-Feb 2019","Mar-Apr 2019","May-Jun 2019","Jul-Aug 2019","Sep-Oct 2019","Jan-Feb 2020","Mar-Apr 2020","May-Jun 2020","Jul-Aug 2020","Sep-Oct 2020","Nov-Dec 2020","Jan-Feb 2021","Mar-Apr 2021","May-Jun 2021","Jul-Aug 2021","Sep-Oct 2021","Jan-Feb 2022","Mar-Apr 2022","May-Jun 2022","Jul-Aug 2022","Mar-Apr 2023","May-Jun 2023","Jul-Aug 2023","Sep-Oct 2023","Nov-Dec 2023","Jan-Feb 2024","Mar-Apr 2024","May-Jun 2024","Jul-Aug 2024","Sep-Oct 2024","Nov-Dec 2024"
103.710171331878,1.3077894184754,24.3634963035583,25.5936422348022,22.4681990967696,24.183157112489,26.3035840988159,22.6345453063822,21.1177413570456,26.8708267211914,25.0171310962446,23.5367186850396,24.2125948270162,27.4771859264422,23.3827249751571,23.9524508402767,24.5318502097245,23.5912843867555,24.0329472016668,26.8059190967762,22.7305398964116,23.4193200544505,26.8007061521353,NA,21.7394223213196,21.6328213145017,24.7414146811014,21.6752098872452,23.7842736244202,24.2587864398956,20.3590540044369,27.0799169540405,24.5771221785839,25.4143495559692,22.8451802583431,23.2340575295785,22.1038373721023,25.2304355068328,25.0089683780421,23.0308711732399,23.8927646505007,23.0379782489347,22.6371307232296,25.0863456726074,23.1413675743604,19.4805498249245,24.3203267040093,23.6441481849931,23.2549705643058,24.1180503911102,23.8387453838906,22.7571623443101,24.6463492628206,19.5377424936784,NA,19.5352533238661,22.2784864979329,22.5955042643472,27.5403474274088,20.0588198705937,23.0829249155694,23.6785384525977,24.0798079967499,24.1609344760689,19.9043779538236,20.3254275824168
103.710171331878,1.30859959376652,26.2314840952555,27.0953322516547,23.1420550881917,24.9638838649482,28.0702688429091,23.2537892155422,21.902341975953,28.5679993099636,25.6701346579213,23.584125378561,25.4926768408881,28.3631417528565,24.0427212703206,24.4911329900611,25.4952504100703,23.537083499069,24.5794501081407,27.4576208797527,23.2096484350562,23.6396505635335,26.8068149866635,NA,23.4800946977403,21.630721094792,25.500145906153,21.8815098288304,25.2788592444526,25.6658023198446,20.3589882711701,29.0602039761013,25.267012760916,27.8303799099392,22.1603946685791,24.6234220750273,22.5270792842943,26.2068820446505,26.0072418236147,24.1783189076729,24.7801336608589,24.4272862007678,23.0146798421156,27.1845368279351,23.1445311883552,19.485322277426,25.7004933282657,25.3204343583849,24.2963329420073,24.10968481444,25.0085478865321,23.8828826987355,25.0283499929823,19.5377523201539,NA,19.5362121448447,22.5030556297022,22.5872568737999,29.0822333792436,19.9765208114846,24.033332275794,23.5273525282732,25.7406052483453,24.0365220880366,19.9435284793457,20.3203564244418
103.710171331878,1.30940976905763,27.2355088127984,28.0474421183268,23.5074579145205,25.4939173003336,28.966364118788,23.380370932647,22.3365170205897,29.57941309611,27.3702105416192,23.9926501231533,26.2601067225138,29.0800580134305,24.4667333344851,24.8338204794071,26.1536122611514,23.8271456413655,24.9902210265831,27.6045358178704,23.5357259140717,23.4717715734925,25.2093919883222,NA,24.5866148206923,21.6264104804278,25.9507100447427,21.9096458252492,26.0400716993544,26.5269651412964,20.358921857492,30.3210168414646,25.6657897931074,29.9589034186469,24.6211049821642,25.401535450566,23.1505101053466,26.7029601312223,26.734062497451,25.1476597669759,24.8109073733451,25.4494503374403,23.0150567153874,28.900015089247,23.1486812121189,19.463460999188,27.2536550097995,26.8120952182346,25.0389018181186,24.1222231721604,25.8044732117961,23.0491146944274,25.7840354180213,19.5377617317747,NA,19.5371980045692,23.2152014437521,22.6323635728523,29.8731418185764,20.669630925119,24.6688931179172,23.5624223706591,27.218712594774,24.0394891516502,19.9507419111308,20.4066790746101
103.710171331878,1.31021994434875,26.8401809268528,27.6551477644179,23.4664070777503,24.8140907874388,28.7038366529677,23.0542447354158,21.720622823679,29.1500988006592,26.8475312127007,24.149759078209,25.722998407152,28.5265056251904,24.3811078419556,24.4614316008656,25.9463630888219,21.7261330750835,24.8127417398808,26.921543549052,23.4083554791489,23.5133360680002,25.4583993758876,NA,23.7497177124023,21.6182323432552,25.8960349811392,22.0042074594995,25.4783568912082,26.3854031032986,20.3588549150194,29.7533033159044,25.699757812166,28.8615826500787,24.6868826548258,23.935912660664,22.6788140510082,26.2614467906922,26.4441778792587,24.8709536452236,25.3593338663624,24.6804211512161,22.4908456500192,27.8652665879991,23.1483048049565,19.4648767821211,26.5110535091824,25.3826155132718,24.7754345766352,24.0947127864776,25.601067309735,22.9488931818636,25.4186965460032,19.5377706816365,NA,19.5382010970583,23.3031530968482,22.6166673948171,29.9727923807928,20.5529227632607,24.8207323601096,23.7128473231075,26.9701653586494,24.0123138977895,19.8481028652393,20.4345225472793
103.710171331878,1.31103011963987,26.4303051630656,27.3344682057699,23.587451654469,24.5614780231248,28.4686388969421,23.1244109087881,21.6342619308832,28.5579414367676,26.1641354560852,24.1523037155529,25.4050693511963,28.304453463291,24.2056736416287,24.302479345057,25.7451559511877,23.3791040301274,24.8346803795996,26.9157775156437,23.1604726092759,23.3790967295985,25.2669468199191,NA,23.1376676559448,21.6063662899643,25.7381368023735,22.0624893858745,25.0947170257568,26.0711390177409,20.3587875932731,29.1304213205973,25.3047780855542,28.0046300888062,23.6687660217285,22.9595098213717,22.4402608333297,25.6076894867002,25.9151108701219,24.4527988776023,25.1136550517152,23.9744098641173,22.0689046139603,27.0015805562337,22.8768624806487,19.4567071150242,25.8966347376506,23.8843886057536,24.246765810551,24.0265283397494,25.2439427384328,22.9894961316718,25.2344660814666,19.5377791197893,NA,19.5388476517508,23.0717047654786,22.6813643339723,29.6605601755795,20.3751324595413,24.6895924584464,23.0713582532267,26.4411670366923,23.9804530303672,19.8078675482416,20.5037011032105
103.710171331878,1.31184029493098,26.3950993220011,27.0951557159424,23.2602735234255,24.3163927611348,28.2110843658447,23.3737360631196,21.6528577377667,28.2706673940023,25.8579756418864,24.3434768874008,25.2518496513367,28.259170036922,24.4232866499159,24.0559790027088,25.4566876746981,23.4204977154513,24.8432454973064,26.938432866471,23.0326817191601,23.6280112899367,25.1398411065997,NA,22.8571163813273,21.5600369771322,25.5947584277757,22.1170443320911,24.7465988794963,25.899662176768,20.3587200387374,28.7710982958476,24.8429970130729,27.4925982157389,22.6971073150635,22.586002947381,22.332622805152,25.335007414334,25.7416081772574,24.3063701711659,24.9806693190125,23.6804743706032,21.8253081624143,26.5917297999064,22.867694590031,19.436891300373,25.5693437258402,24.0026768048604,24.1477041260408,23.350559870402,24.8296254667068,22.8487513295458,25.3418574880943,19.5377869931543,NA,19.5387977675513,23.0536273963477,22.6004949994277,29.3656117192194,20.2249889368882,24.5961284106139,24.3132611251234,26.1891549428304,24.0402083333807,19.8366798428625,20.4580277316035
103.710171331878,1.3126504702221,26.7980013953315,27.3117677900526,22.4206944988139,23.9271213336794,28.5549329121908,23.5827858834808,21.1448195191932,28.6537299686008,26.1508171293471,23.9946995835577,25.2833875020345,28.5229368469155,24.5844257496021,22.8498762739886,25.5987162223907,23.3891336859612,24.9429704741055,26.8946537481434,23.1251596118492,24.1949214914855,25.4855383503191,NA,22.9214555952284,22.5306104024251,25.6060620929064,22.2668767473064,24.7918855879042,26.3065869013468,20.3586523939932,28.8548145294189,23.3791000212844,27.4895492129856,22.5554500155979,20.9146747447586,22.3123327556082,24.6276537577311,26.006749864409,24.3147285339394,25.1253891696237,23.8160475545404,21.8705885655459,26.6068155500624,22.5792539564535,19.4161625165153,25.9105147255792,25.0708984798855,24.3115064547568,24.5307401021322,24.8284197934557,22.8498830549684,25.3706830700549,19.5377942454577,NA,19.4584268992711,23.1334578765986,21.7542123399953,29.1775677938887,20.2358231630143,24.6005208303281,24.8838889681853,25.9251929389106,24.25621529644,19.9049914893211,20.5125092379881
103.710171331878,1.31346064551321,26.2860435909695,27.1764505174425,23.3000694402566,24.0275499385656,28.4097617467244,23.3707900857699,22.0390890116067,28.3201868269179,26.0103706783719,23.9152621794948,24.9468603134155,28.3592165632074,24.4055363143031,24.0350115615505,25.4673300703058,23.2943206706333,24.7950303210515,26.5666661241344,23.0177444757177,24.3847887084896,25.3718927297183,NA,22.489167743259,22.2720444997152,25.439392791466,22.2742192257222,24.5098067389594,26.003545973036,20.3585847969327,28.5030910703871,24.536461324118,27.1987575954861,22.2144743601481,22.625618055475,22.3002499279742,25.7466029061211,26.0458012970401,24.1914786469081,24.9828307177933,23.736704343716,21.7503407745499,26.3852564493815,22.1488785750954,19.3679898689859,25.5688729570042,25.2515593634711,24.2791758003707,24.9139902326796,24.780376317047,22.7739571963699,25.0106848084708,19.5378008171838,NA,19.4582690146517,23.0450709603519,22.8779632037621,28.953754640379,20.2165708103223,24.6972256732045,24.9770061621545,25.8499309751723,24.1426990154851,19.9553142242141,20.5881981051396
103.710171331878,1.31427082080433,25.7260398864746,26.5708322525024,22.3819788545442,24.6244568570463,27.8560383420224,23.2482244528135,21.7402128480632,27.6643285751343,25.4687922000885,24.0180318728194,24.5180066426595,27.9841667751281,24.2595319733759,23.79929171509,25.1111034512085,22.9288594442194,24.697439350961,26.65490822505,22.7738716778914,24.3852538800911,25.3600881740228,NA,22.0889911651611,21.9515538215637,25.2942999779386,22.4709796851135,24.0891308784485,25.5906476974487,20.3585173800617,27.8526601791382,23.9286216626775,26.688392162323,22.1585030555725,22.8419848090536,22.2356580293557,25.4143018862716,25.7699376544979,24.070334509741,24.6023077959097,23.5398067860186,21.4554900715449,25.9893879890442,21.8325385373851,19.4358977392498,25.3364944194095,24.7340705394745,24.0012179730005,24.5517973899841,24.6328008145584,22.6275524799433,24.8551612448123,19.5378066455533,NA,19.4383814211731,22.8948243198938,22.7926303053836,28.7625096995481,20.1696060390818,24.5638499417544,25.0009293932444,25.6873934268951,24.1677531543917,20.0482608336908,20.5830128142729
103.710981507169,1.29725713969089,21.1670703887939,23.6461153030396,22.4394841048416,23.3468662338989,23.3997945785522,21.8213233912253,20.6349302035626,24.0656175613403,24.4217629454799,23.7863848694108,22.1031092007955,25.1801973280376,22.4220052993891,23.5418604165215,23.9878169779626,23.6016435492119,23.3069642623617,25.9632472557082,22.7389784836673,23.7865091260562,23.8743457794189,NA,21.3122892744357,21.6260338225651,23.6523537189691,21.2464947137292,21.789963722229,22.3345337139097,20.3598419363326,24.6281204223633,24.119325864974,22.6103324890137,21.9108822045898,23.2171306975526,21.8099989477887,23.7220655685389,23.195591245199,22.0485956270323,23.5274146601614,22.0761509882827,23.9671801648838,23.2191095352173,22.7753848792614,19.5938560764909,21.3723011016846,22.4688610696583,22.0306293532471,23.9596409688611,22.7175741003722,21.1415536775531,23.4850230648017,19.5376108406062,NA,19.318526685251,21.9430621845729,22.3594055449328,24.8777434031169,19.6587429837783,22.8685665495946,22.5166645050049,23.6201677957112,23.0834935005662,20.2136176340401,19.7843774853613
